code,year,p_anu_year,p_pri_year,p_ver_year,p_oto_year,p_inv_year,t_pri_year,t_ver_year,t_oto_year,t_inv_year,t_anual
AV,2012,616.168305,99.52902599999999,79.466406,376.82721000000004,60.345662999999995,8.536735,18.295748,-0.017166999999999998,-2.496849,8.536735
AV,2013,396.35719499999993,62.798625,70.855803,67.726959,194.97580799999997,4.25485,9.836261,-2.692909,-6.786304,4.25485
AV,2014,358.96011599999997,62.735640000000004,17.985759,148.527135,129.71158200000002,3.391165,9.961646,-0.362577,-5.103404,3.391165
AV,2015,381.370005,62.00013,53.782830000000004,122.71764000000002,142.869405,1.944326,8.800999000000001,-0.439146,-8.172524,1.944326
AV,2016,435.94162500000004,113.77572900000001,6.601878000000001,223.84266000000002,91.721358,7.458496,16.139931,0.692943,-2.147173,7.458496
AV,2017,287.982702,31.595934,16.032536999999998,142.01638499999999,98.33784600000001,10.53516,17.357796,2.326817,-2.609288,10.53516
AV,2018,665.1548547744751,82.73837661743164,51.53415966033936,142.6466655731201,388.235652923584,5.0258666918827934,15.398676467664309,1.357344272800467,-5.214750612624968,5.0258666918827934
AV,2019,283.5696933202515,82.74711894989014,32.683509349823,125.495651,42.64341402053833,8.085036369285199,15.59510834507211,1.1450020812018211,-0.7167575798033281,8.085036369285199
CAR,2012,620.353998,99.226077,79.154298,381.007416,60.966207,7.83257,17.908842,-0.443445,-2.930509,7.83257
CAR,2013,383.658801,64.37581499999999,60.466563,64.490433,194.32599,3.513189,9.245326,-3.381778,-7.580896,3.513189
CAR,2014,359.692812,63.127767,18.00372,146.15812799999998,132.403197,2.52416,9.496181,-1.066324,-5.989866,2.52416
CAR,2015,381.41797800000006,62.055537,55.261298999999994,121.666842,142.4343,1.19499,8.186281,-0.818592,-8.900862,1.19499
CAR,2016,434.23092299999996,114.107058,6.646005000000001,220.865844,92.612016,7.236751,15.520035,0.818861,-1.8580169999999998,7.236751
CAR,2017,292.239192,31.217568,15.558281999999998,146.21568,99.247662,9.987998,16.965748,1.7414290000000001,-2.403169,9.987998
CAR,2018,664.8750607705078,80.77434539794922,50.43920135498047,147.075546,386.5859680175781,4.752368450164795,14.837967,0.7649790197610855,-5.946920951207479,4.752368450164795
CAR,2019,280.77930200000003,80.097969,30.96829,125.166168,44.546875,7.410933,14.954982,0.24201799999999998,-1.4232019999999999,7.410933
CAU,2012,602.789304,97.19306999999999,72.930204,373.498056,59.167974,9.676926,19.034296,1.47222,-1.111647,9.676926
CAU,2013,390.818703,64.319739,62.69166299999999,65.679378,198.127923,5.667799,10.663177,-1.5235400000000001,-5.146538,5.667799
CAU,2014,356.34885,63.832896000000005,17.600535,143.257461,131.657958,4.078036,10.550441,0.347025,-4.132291,4.078036
CAU,2015,386.721075,68.34320699999999,48.32409,107.474832,162.578946,2.794765,9.282953,0.714687,-7.026759,2.794765
CAU,2016,476.569068,125.31177600000001,6.909753,215.84745,128.500089,8.641422,16.934896,2.463556,-0.438731,8.641422
CAU,2017,294.871842,28.387808999999997,14.738688,150.674778,101.07056699999998,11.585568,18.251476,3.4738759999999997,-0.596649,11.585568
CAU,2018,653.6587600947265,83.10096740722656,50.801292,141.878571,377.8779296875,6.623316,16.386662,2.504509,-3.768804,6.623316
CAU,2019,291.919262,83.340019,33.427132,129.793304,45.358807,9.241754,16.915339,2.7010009999999998,0.280939,9.241754
HM,2012,612.627129,111.223365,70.307733,375.605643,55.490387999999996,11.143395,20.055489,3.037489,0.386968,11.143395
HM,2013,396.333366,64.32934499999999,62.888322,66.61643099999999,202.49926800000003,7.374368,11.928479,-0.10613,-3.395053,7.374368
HM,2014,359.058645,64.674012,17.699349,142.9926,133.69268399999999,3.272446,9.894116,-0.695566,-4.291039,3.272446
HM,2015,400.452639,79.002828,47.467176,102.691623,171.291012,4.288556,10.434855,0.63791,-5.5559709999999995,4.288556
HM,2016,482.25686999999994,127.333179,6.737976000000001,214.97488499999997,133.21083,9.974317,18.184355,4.106844,0.894944,9.974317
HM,2017,291.983055,28.240674,12.325674000000001,149.889771,101.526936,12.744159,19.140127,4.740925,0.494847,12.744159
HM,2018,652.6117973327638,85.13809776306152,51.37235069274902,140.6703033447266,375.4310455322266,7.889613628387451,17.47819250280207,3.680421614646912,-2.115263804341808,7.889613628387451
HM,2019,301.90105479760746,85.55763816833496,34.350628,136.180878,45.81191062927246,10.541268,17.625519,3.575603,1.712323,10.541268
PA,2012,579.694023,111.35609400000001,47.743866,362.817879,57.776184,11.71199,20.981946999999998,4.202622,0.678132,11.71199
PA,2013,438.57296699999995,63.783816,85.86028200000001,86.17327800000001,202.75559099999998,9.560594,13.842242,0.976606,-1.840987,9.560594
PA,2014,340.020801,64.315995,17.819316,137.774928,120.11056199999999,7.563313,13.595416,3.262061,-0.8531529999999999,7.563313
PA,2015,384.3797339999999,88.28142299999999,30.604635,76.771665,188.722011,5.832446,12.004575,2.89107,-4.107399,5.832446
PA,2016,514.0100580000001,116.795802,6.209877,238.468047,152.53633200000002,10.52933,18.78804,4.633869,1.523155,10.52933
PA,2017,265.92954,28.336317,20.660711999999997,126.37822799999999,90.554283,13.201137,19.6681,5.393204,1.14872,13.201137
PA,2018,621.4152557373046,95.98470001220703,65.74443206787109,106.2389434814453,353.4471801757812,8.596134185791016,18.25801949501038,4.28187946677208,-1.345044791201751,8.596134185791016
PA,2019,308.1248438876953,93.62275848388671,44.05401306152344,128.874084,41.57398834228516,11.07607683340708,18.45735096740723,4.492860698699952,2.067009459932645,11.07607683340708
CO,2012,599.557443,115.04766000000001,64.097763,367.772346,52.639674,12.435922,21.152672,4.970213,1.8407209999999998,12.435922
CO,2013,398.84105999999997,64.595805,60.663552,67.615722,205.965981,9.529915,13.601886,1.575059,-1.256867,9.529915
CO,2014,358.473996,65.131761,17.023908,140.427165,135.891162,4.970254,11.438182,1.156689,-2.315659,4.970254
CO,2015,385.623432,75.08748299999999,46.403124,92.497851,171.634974,5.8810839999999995,11.71524,3.468292,-3.966506,5.8810839999999995
CO,2016,482.419665,128.02739100000002,6.9238859999999995,205.81734600000001,141.651042,10.782288,18.890203,4.791908,1.764338,10.782288
CO,2017,285.364149,28.142844,9.683171999999999,145.678815,101.859318,13.854939,20.126459,5.838577,1.6760899999999999,13.854939
CO,2018,654.2165231704712,97.80390071868896,52.86830139160156,141.5653667449951,361.9789543151856,9.433132076263428,18.51218407494681,4.977705753984905,-0.8197332888841629,9.433132076263428
CO,2019,316.8445613082886,87.7071304321289,37.38965749740601,144.65715,47.09062337875366,11.80784616470337,19.07218742370606,4.986934566497803,2.722793124261357,11.80784616470337
LS,2012,382.163907,58.475148000000004,43.915476,220.94604599999997,58.827237000000004,12.93885,21.381729,6.262738,2.22667,12.93885
LS,2013,298.622367,43.473609,57.670230000000004,74.799912,122.67861599999999,10.575858,18.722244,6.227341,1.432051,10.575858
LS,2014,301.928382,67.412475,28.276887000000002,123.774948,82.464072,8.645705,14.499742,3.80187,-0.147746,8.645705
LS,2015,356.33008199999995,52.402581,55.211775,86.17308,162.542646,12.660228,19.845436,7.587526,2.361507,12.660228
LS,2016,403.94574,80.663469,15.566061,259.93332,47.78289,11.807879,19.410906,5.906076,3.022482,11.807879
LS,2017,200.94079499999998,19.387245,19.343064000000002,69.32112599999999,92.88936,14.092776,20.157667,6.648551,2.268164,14.092776
LS,2018,471.9070049999999,73.999184,71.640411,130.243393,196.024017,9.781792,19.016947,6.798858,0.278949,9.781792
LS,2019,268.456956,82.524712,32.391079,121.79538,31.745785,11.898938,18.728209,6.265818,3.639518,11.898938
SA,2012,513.732117,108.78134399999999,54.174527999999995,307.099434,43.676811,12.460571999999999,21.500526,5.076922,2.042294,12.460571999999999
SA,2013,399.06705,66.585657,55.704255,67.144014,209.633124,9.760079,14.079751,1.798808,-1.112584,9.760079
SA,2014,366.228024,67.224123,17.191083,139.193835,142.61898300000001,5.717561,12.050125,2.004516,-1.4803929999999998,5.717561
SA,2015,369.731043,69.920145,49.812648,84.34108499999999,165.657165,6.164768,12.091484,3.63739,-3.364001,6.164768
SA,2016,449.67846599999996,121.76233199999999,6.192534,187.33214999999998,134.39145000000002,11.36457,19.500193,5.228764,2.571238,11.36457
SA,2017,282.154467,28.183940999999997,7.657359,147.328125,98.98504199999999,13.801335,20.102915,5.84544,2.126743,13.801335
SA,2018,634.302369,100.312607,52.923111,147.164612,333.902039,9.66169,18.665245,5.100458,-0.7370289999999999,9.66169
SA,2019,325.787231,87.568069,36.976433,150.919098,50.323631,11.970258,19.352184,5.082182,2.828065,11.970258
PB,2012,592.473714,124.891458,46.706541,368.98111800000004,51.894597000000005,12.974273,21.71932,5.746469,2.291702,12.974273
PB,2013,426.402294,64.33446599999999,74.47187699999999,77.894526,209.701425,10.891525,14.865971,2.373827,-0.185115,10.891525
PB,2014,348.360258,65.073441,16.993581,138.13067999999998,128.162556,8.343528,14.256592,4.136097,0.364315,8.343528
PB,2015,400.92990599999996,91.549026,27.463713000000002,80.558715,201.358452,7.048595,12.868046,4.140364,-2.632612,7.048595
PB,2016,552.32727,129.727674,6.259485000000001,246.28447799999998,170.055633,11.690488,19.668245,5.822906,3.043239,11.690488
PB,2017,266.89762499999995,27.902552999999997,14.35515,133.712676,90.927246,14.155162,20.238874,6.248438,2.759712,14.155162
PB,2018,622.0905570983887,102.3060779571533,56.69157218933106,117.4448051452637,345.6481018066406,9.821948941548666,18.96963951474145,5.366398538861956,-0.1680469748045739,9.821948941548666
PB,2019,318.00989080340577,91.93781280517578,44.34190273284912,138.838547,42.89162826538086,12.10717708950951,19.56162947700137,5.439322971162342,3.086101157324655,12.10717708950951
DU,2012,486.851178,80.496711,77.53313399999999,272.415801,56.405531999999994,12.623469,20.336859,5.173417,2.365914,12.623469
DU,2013,328.220055,75.339162,38.676468,36.711951,177.49247400000002,8.61726,16.217148,5.2914259999999995,0.225595,8.61726
DU,2014,368.621208,70.86759,18.235923,143.81487900000002,135.70281599999998,11.00222,17.322924,5.93862,1.717698,11.00222
DU,2015,380.70783600000004,64.851288,66.643731,111.53523,137.67758700000002,11.219471,17.84458,7.075226,1.356185,11.219471
DU,2016,411.265119,115.96159800000001,6.625827,184.780986,103.89670799999999,11.838231,19.04878,6.350934,4.089058,11.838231
DU,2017,275.023353,20.028477000000002,12.419625,142.949031,99.62621999999999,13.951312,19.951155,6.5893429999999995,3.64018,13.951312
DU,2018,600.3148975372314,61.89529037475586,42.85758781433106,190.9654922485352,304.5965270996094,10.40987717537653,18.56458264305478,6.015839190710159,0.9490583657863594,10.40987717537653
DU,2019,245.68921654248047,69.646514892578125,23.79144287109375,99.864273,52.38698577880859,11.77597500029064,18.41835837311797,5.919268063136509,3.752086625212715,11.77597500029064
PR,2012,523.9412669999999,115.64706899999999,52.69839,312.970572,42.625236,14.085345,22.473036,6.841179,3.74354,14.085345
PR,2013,402.616311,64.79360399999999,58.805724000000005,69.37728899999999,209.639694,11.663712,15.710248,3.5424949999999997,0.886566,11.663712
PR,2014,363.902202,67.67796,16.41051,138.357972,141.45576,7.769602,13.667386,3.745628,0.545294,7.769602
PR,2015,373.55598599999996,75.96707699999999,45.291444,79.956711,172.340754,8.209174,13.722739,5.173979,-1.436839,8.209174
PR,2016,469.044093,123.456894,6.409184999999999,197.91831299999998,141.259701,12.634346,20.791967,6.790688,4.094953,12.634346
PR,2017,276.976413,27.203841,7.458753000000001,146.696034,95.617785,15.086433,21.009718,7.251354,3.715401,15.086433
PR,2018,638.1185799082032,105.78564453125,53.309895,145.117004,333.9060363769531,11.195895,19.795626,6.33223,1.033261,11.195895
PR,2019,335.401783,88.803024,38.24147,157.780518,50.576771,13.154033,20.733942,6.715576,4.068964,13.154033
MV,2012,537.981414,94.571829,68.444178,325.652505,49.312901999999994,13.377251,21.78845,5.8084109999999995,2.73311,13.377251
MV,2013,380.372001,69.079806,48.457713,60.33166799999999,202.502814,10.311069,15.093625,3.112239,-0.07808999999999999,10.311069
MV,2014,362.486097,66.961218,17.555409,137.226837,140.742633,7.6285,13.576711,3.599433,0.212693,7.6285
MV,2015,354.763806,57.914747999999996,58.338159,92.891892,145.619007,7.716475,13.497883999999999,4.778132,-1.978393,7.716475
MV,2016,401.478879,114.590022,5.513567999999999,164.518719,116.85657,11.910039,19.625446,6.023579,3.641476,11.910039
MV,2017,275.59079699999995,24.714335999999996,8.332460999999999,144.47945099999998,98.064549,14.484517,20.546356,6.711423,3.2940490000000002,14.484517
MV,2018,625.5029973983765,87.75824356079102,51.51637554168701,154.2244033813477,332.0039749145508,10.81740816831589,19.38383185863495,6.260167104005814,0.8447649674490094,10.81740816831589
MV,2019,304.33934178088384,83.6068172454834,35.08719253540039,135.139282,50.50605,12.79959542751312,19.74366060056185,6.352929253327219,4.004145112633705,12.79959542751312
DI,2012,492.50173199999995,81.910743,69.058269,289.33905,52.19367,13.729482,21.248436,6.712337,3.524903,13.729482
DI,2013,354.007566,73.23689999999999,42.024546,47.619819,191.126301,10.277885,16.686382,5.857754,1.8732099999999998,10.277885
DI,2014,364.7808,68.56929600000001,18.204380999999998,138.914898,139.09222499999998,10.976506,16.902826,6.575928,2.8981399999999997,10.976506
DI,2015,352.933068,55.20092100000001,60.539412,94.513623,142.67911199999998,11.014417,17.079594,7.476634,1.50251,11.014417
DI,2016,412.264833,121.28676300000001,5.698194,169.293675,115.986201,12.395106,19.600815,6.815872,4.643978,12.395106
DI,2017,272.94698400000004,22.546548,10.191537,141.128757,99.080142,15.171464,21.012331,7.844836,4.382746,15.171464
DI,2018,612.3783880869547,68.44042332967122,50.49832089742025,171.7856725056966,321.6539713541667,11.55861146174944,19.63196552716769,6.987347568456944,2.040960948341168,11.55861146174944
DI,2019,270.6521613413696,77.19399642944336,30.65675067901611,111.412338,51.38907623291016,13.10103823588445,19.45428379682394,6.922434605084932,4.738212413512743,13.10103823588445
CA,2012,527.682366,117.65355,52.319694,315.08342700000003,42.625695,15.171009,23.084396,8.03426,4.895894,15.171009
CA,2013,412.5043109999999,66.991929,59.53830599999999,69.983322,215.99075399999998,12.878905,16.818174,4.808709,2.28933,12.878905
CA,2014,364.739532,67.818645,16.342836000000002,138.711915,141.86613599999998,9.196284,14.819195,5.008994,1.967026,9.196284
CA,2015,376.364367,77.77340699999999,44.293548,79.612449,174.684963,9.623603,14.863799,6.288696,-0.044108,9.623603
CA,2016,475.281903,124.001748,6.476844,201.37960200000003,143.423709,13.747714,21.548561,7.911649,5.458345,13.747714
CA,2017,275.312466,26.959797000000002,7.2479309999999995,147.082992,94.02174600000001,15.970551,21.669508,8.212846,4.683027,15.970551
CA,2018,639.990166,106.791336,53.260048,144.923401,335.015381,12.287403,20.621775,7.35177,2.307966,12.287403
CA,2019,338.570354,89.235252,38.320709,160.261536,50.752857,14.182055,21.690636,8.112616,5.094247,14.182055
PU,2012,510.72285,108.799152,53.667089999999995,308.071746,40.184862,15.838622,23.661314,9.108497,5.789063,15.838622
PU,2013,398.32445100000007,67.027983,49.971822,68.22,213.104646,13.872483,20.025719,7.605543,3.98856,13.872483
PU,2014,368.02666800000003,67.6149,16.391922,138.21601800000002,145.803828,12.645275999999999,18.41272,7.888206,4.127468,12.645275999999999
PU,2015,340.537164,60.224526,54.576834000000005,81.813714,143.92209,13.862874,19.076111,8.568067,3.429841,13.862874
PU,2016,403.880679,116.96879100000001,5.811551999999999,166.151883,114.948453,14.308739,22.367624,8.676618,6.024609,14.308739
PU,2017,272.158203,26.677713,5.471055,148.281405,91.72803,16.529598,22.213921,8.76306,5.445353,16.529598
PU,2018,610.9723682403564,106.126838684082,55.91735649108887,148.8982887268066,300.0298843383789,13.25079790751139,21.31090073358445,8.275342971559555,3.237364284575932,13.25079790751139
PU,2019,351.3541365587769,91.10150909423828,41.12049007415772,163.926056,55.20608139038086,14.94069132729182,22.06850676103072,8.337355315685272,5.922799640231663,14.94069132729182
BSJ,2012,569.616297,121.032702,52.236225000000005,348.278046,48.069324,16.407,23.576914,9.434612,6.289833,16.407
BSJ,2013,409.66882499999997,64.17336900000001,65.66090700000001,70.805007,209.029542,13.735202,17.093824,6.020032,3.987657,13.735202
BSJ,2014,358.995306,66.901377,16.60041,137.838777,137.654742,10.028562,15.592601,6.248766,3.4661,10.028562
BSJ,2015,385.33934999999997,79.242159,42.046047,82.445436,181.605708,9.931759,15.036587,7.491053,1.051223,9.931759
BSJ,2016,506.95597200000003,129.007314,6.462636,217.79333400000002,153.692688,14.720668,22.232002,9.214969,6.660387,14.720668
BSJ,2017,280.46188800000004,26.858895000000004,10.945284000000001,145.334622,97.323087,16.899061,22.344246,9.453109,6.066326,16.899061
BSJ,2018,639.2439501362305,103.7448883056641,53.84940338134766,138.483948,343.1657104492188,13.4196298122406,21.44027042388916,8.956127,3.967562794685364,13.4196298122406
BSJ,2019,327.946309,89.384964,40.511162,150.417847,47.632336,15.204536,21.996164,8.920895,6.589314,15.204536
PI,2012,665.455545,110.018451,74.44290600000001,415.79328899999996,65.200899,16.716843,22.747513,8.884243,6.513171,16.716843
PI,2013,413.93173199999995,58.072095000000004,69.12947399999999,76.98934799999999,209.740815,12.5815,20.091604,9.566051,4.62476,12.5815
PI,2014,347.001435,43.077279,21.244698,153.189366,129.490092,14.721759,20.023127,9.958667,6.559598,14.721759
PI,2015,371.80431599999997,64.531632,32.81901,131.510457,142.943217,15.066867,21.636551,10.526216999999999,5.317193,15.066867
PI,2016,445.380045,109.07298599999999,5.47635,261.666846,69.163863,14.775676,21.556763,9.564602,6.86986,14.775676
PI,2017,299.895801,35.06772,19.214010000000002,138.12656099999998,107.48750999999999,16.358698,21.657343,9.542144,6.200307,16.358698
PI,2018,654.8229713439941,79.47722625732422,46.18952560424805,158.1807250976563,370.9754943847656,12.96065717935562,20.88572555780411,8.88397479057312,4.484280627220869,12.96065717935562
PI,2019,256.8843030744018,65.76139068603516,28.36855220794678,130.106369,32.64799118041992,13.958839,21.092222,9.418498,6.713773,13.958839
FA,2012,543.551382,126.32353499999999,51.16945200000001,323.98443599999996,42.073959,17.296297,24.278368,11.291249,7.949277,17.296297
FA,2013,423.13579500000003,66.870261,60.029495999999995,72.394179,223.841859,15.593254,20.455881,9.023985,6.36989,15.593254
FA,2014,375.23195999999996,68.80236599999999,16.590507,143.13962099999998,146.699466,13.496531,18.862593,9.490064,6.277905,13.496531
FA,2015,385.84839,84.017709,42.171087,78.678789,180.980805,14.325698,18.883194,9.881967,4.883177,14.325698
FA,2016,487.235631,125.29715100000001,6.782145,206.631981,148.52435400000002,15.607204,23.699005,10.63823,7.575922,15.607204
FA,2017,272.051847,26.638557,5.333003999999999,151.859127,88.221159,17.901365,23.251534,9.542144,7.443748,17.901365
FA,2018,625.6270300000001,116.701653,50.949471,144.53627,313.439636,15.177573,22.65188,9.965836,5.63802,15.177573
FA,2019,362.1363,90.967827,40.83165,176.998688,53.338135,16.414965,23.600573,10.163511,7.714113,16.414965
TP,2012,426.45008700000005,72.962682,55.05882,247.75662300000002,50.67196200000001,18.891598,25.234903,12.239864,8.481095,18.891598
TP,2013,424.18359,79.710624,36.559056,65.39387400000001,242.520036,16.860979,23.931175,12.490462,8.595653,16.860979
TP,2014,384.85079700000006,66.461586,23.651958,137.763417,156.973836,18.6915,23.944366,12.920948,9.508182,18.6915
TP,2015,336.42136199999993,55.020831,68.163597,81.650385,131.586549,19.840561,25.476126,13.672839,9.094127,19.840561
TP,2016,339.745614,97.96238699999999,4.041876,156.906465,80.834886,17.573145,23.699005,12.489883,10.105731,17.573145
TP,2017,285.294474,19.379052,10.042983,163.319583,92.55285599999999,18.503365,23.757948,12.292877,9.481952,18.503365
TP,2018,609.26763916015625,87.51169331868489,75.06302897135417,182.0628509521484,264.6300659179688,16.27561954351572,23.13943972954383,11.35988547251775,8.367616855181181,16.27561954351572
TP,2019,287.9561581667481,71.928497314453125,70.45748392740886,94.140656,51.42952092488607,16.62401,23.237993,12.540621999999999,9.169568,16.62401
LP,2012,429.755061,75.250197,52.882221,248.57673,53.045913,18.693701,25.200037,12.179878,8.369378,18.693701
LP,2013,431.50019999999995,79.68231,35.657030999999996,66.51143099999999,249.649428,16.750034,23.965677,12.433495,8.551891,16.750034
LP,2014,379.088124,66.244401,23.480559,132.866592,156.496572,18.244555,23.619659,12.842286,9.445228,18.244555
LP,2015,345.80811000000006,54.59049900000001,68.37006600000001,79.262061,143.585484,19.766279,25.486021,13.645558,9.054218,19.766279
LP,2016,344.279268,101.312724,4.782120000000001,156.614673,81.569751,17.343178,23.699005,12.288943,9.745109,17.343178
LP,2017,278.651784,19.242273,10.000179,154.748016,94.661316,18.428438,23.830088,12.300385,9.314388,18.428438
LP,2018,606.7555229999999,88.135872,77.49073,174.981735,266.147186,16.231728,23.136938,11.214072,8.365684,16.231728
LP,2019,292.075286,73.977417,72.286682,94.317947,51.49324,16.630117,23.288889,12.47198,9.084568,16.630117
SNEV,2012,432.9648226762078,61.34767921751195,53.256444754860624,261.46076656827057,56.89993213556463,14.55568351399991,22.10881479556934,7.917047675730479,4.212384005423887,14.55568351399991
SNEV,2013,354.3360144988309,54.768098605622995,64.9086615063754,72.7326185575312,161.92663582930132,12.04377679854971,19.17902756099446,7.474805267979457,3.337140631046462,12.04377679854971
SNEV,2014,316.83446656202835,60.71865103704279,22.868871120383524,129.42835952370382,103.81858488089824,12.76396563659108,18.39202401941429,7.76306549304851,4.047465582357007,12.76396563659108
SNEV,2015,346.44316466882873,60.15275231531315,50.93966962280274,94.75240477461381,140.59833795609904,13.329485363884,19.85052157900812,8.766427398776335,3.395784790193205,13.329485363884
SNEV,2016,395.8583328456011,88.49523296668312,8.965343361750516,230.3792183199796,68.01853819718792,13.42357517367276,20.78908725142046,8.06654424693151,5.066784761800549,13.42357517367276
SNEV,2017,234.71350800954644,24.619562077747688,20.094787225549872,97.37768335918079,92.62147534706808,15.57363188627301,21.23803042661715,8.3660546294876,4.6403902243648,15.57363188627301
SNEV,2018,535.8436542519308,78.1358121784557,60.26462601124157,131.4429666714755,266.0002493907581,11.88136687936647,20.33483038734283,8.060285394707105,2.853447940095333,11.88136687936647
SNEV,2019,262.5872203530398,80.40749419111772,34.34647216384194,111.3774339921431,36.45582000593706,13.65865844576981,20.38580277643474,8.136359768457638,5.502002328367068,13.65865844576981
RASTER,2012,406.17109237378907,62.25469336255074,49.42234443437586,240.46797842426116,54.026076152601334,16.17185699520541,23.216062174555532,9.899458801085816,6.427074923770802,16.17185699520541
RASTER,2013,343.131608164143,53.24198432437419,56.97204958044504,72.39506861437539,160.52250564494844,13.94651510320377,21.15142524538423,9.66943413287629,5.653354511296194,13.94651510320377
RASTER,2014,304.475185092255,57.69437945902305,22.429747741484942,120.79741279477994,103.55364509696707,15.12657974705436,20.64068774026592,9.751088179101496,6.23196797188201,15.12657974705436
RASTER,2015,329.4202644709561,58.29860267477043,49.22811637053381,88.17655153866619,133.71699388698568,15.70679493744857,21.96870071438286,10.77331651483036,5.796371212085234,15.70679493744857
RASTER,2016,380.52471320789255,84.56027408881447,9.461243897797617,218.87543331634004,67.62776190494046,14.96855413476127,22.06455225074018,9.727875094154097,6.827300395778477,14.96855413476127
RASTER,2017,223.81194173329334,24.646820607444397,19.015654972325585,93.61500965377093,86.53445649975242,16.92297748101412,22.26811015959645,9.801021894564133,6.361436758200073,16.92297748101412
RASTER,2018,498.32749166051633,79.76931430025328,56.06404706896688,129.7836075082851,232.7105227830111,13.65945663508374,21.62346399153518,9.543587275011745,4.822144484169377,13.65945663508374
RASTER,2019,263.38108091110314,78.15009241463603,40.02161034795562,109.4235086661896,35.78586948232188,15.13099667688266,21.73141004892971,9.738108858546452,6.926487825627461,15.13099667688266
